          pH	          Na	           K	          Ca	          Mg	         PO4	          Cl	         SO4	         NH4	        HCO3	          sc	         FeS	      Pyrite	     Calcite	       CaPO4	      Fe3PO4	     CaMgCO3	
  6.8849e+00	  2.6032e-03	  3.0851e-04	  4.6217e-03	  9.8571e-04	  1.4529e-05	  3.1444e-03	  4.4286e-04	  4.1857e-04	  1.0228e-03	  2.0676e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	  2.8694e-01	  6.9822e-02	  0.0000e+00	
  6.8848e+00	  2.6049e-03	  3.0865e-04	  4.6264e-03	  9.8674e-04	  1.4519e-05	  3.1545e-03	  4.4517e-04	  4.1876e-04	  1.0281e-03	  2.0710e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	  2.8696e-01	  6.9794e-02	  0.0000e+00	
  6.8848e+00	  2.6066e-03	  3.0879e-04	  4.6310e-03	  9.8774e-04	  1.4509e-05	  3.1644e-03	  4.4740e-04	  4.1893e-04	  1.0332e-03	  2.0742e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	  2.8698e-01	  6.9766e-02	  0.0000e+00	
  6.8847e+00	  2.6082e-03	  3.0891e-04	  4.6355e-03	  9.8870e-04	  1.4499e-05	  3.1739e-03	  4.4954e-04	  4.1910e-04	  1.0382e-03	  2.0774e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	  2.8700e-01	  6.9740e-02	  0.0000e+00	
  6.8847e+00	  2.6097e-03	  3.0904e-04	  4.6397e-03	  9.8963e-04	  1.4490e-05	  3.1830e-03	  4.5162e-04	  4.1927e-04	  1.0429e-03	  2.0804e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	  2.8701e-01	  6.9715e-02	  0.0000e+00	
  6.8846e+00	  2.6112e-03	  3.0916e-04	  4.6439e-03	  9.9053e-04	  1.4481e-05	  3.1919e-03	  4.5362e-04	  4.1943e-04	  1.0475e-03	  2.0834e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	  2.8703e-01	  6.9690e-02	  0.0000e+00	
  6.8846e+00	  2.6126e-03	  3.0927e-04	  4.6479e-03	  9.9140e-04	  1.4473e-05	  3.2004e-03	  4.5555e-04	  4.1958e-04	  1.0520e-03	  2.0862e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	  2.8705e-01	  6.9666e-02	  0.0000e+00	
  6.8845e+00	  2.6140e-03	  3.0939e-04	  4.6518e-03	  9.9223e-04	  1.4464e-05	  3.2086e-03	  4.5741e-04	  4.1973e-04	  1.0563e-03	  2.0889e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	  2.8706e-01	  6.9643e-02	  0.0000e+00	
  6.8845e+00	  2.6153e-03	  3.0949e-04	  4.6555e-03	  9.9304e-04	  1.4456e-05	  3.2166e-03	  4.5921e-04	  4.1987e-04	  1.0604e-03	  2.0916e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	  2.8708e-01	  6.9621e-02	  0.0000e+00	
  6.8845e+00	  2.6166e-03	  3.0960e-04	  4.6591e-03	  9.9382e-04	  1.4449e-05	  3.2242e-03	  4.6094e-04	  4.2001e-04	  1.0644e-03	  2.0941e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	  2.8709e-01	  6.9600e-02	  0.0000e+00	
  6.8844e+00	  2.6178e-03	  3.0970e-04	  4.6626e-03	  9.9457e-04	  1.4441e-05	  3.2316e-03	  4.6262e-04	  4.2014e-04	  1.0683e-03	  2.0966e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	  2.8710e-01	  6.9579e-02	  0.0000e+00	
  6.8844e+00	  2.6190e-03	  3.0979e-04	  4.6659e-03	  9.9530e-04	  1.4434e-05	  3.2388e-03	  4.6423e-04	  4.2027e-04	  1.0720e-03	  2.0990e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	  2.8712e-01	  6.9559e-02	  0.0000e+00	
  6.8843e+00	  2.6202e-03	  3.0989e-04	  4.6691e-03	  9.9600e-04	  1.4427e-05	  3.2457e-03	  4.6579e-04	  4.2039e-04	  1.0756e-03	  2.1013e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	  2.8713e-01	  6.9540e-02	  0.0000e+00	
  6.8843e+00	  2.6213e-03	  3.0998e-04	  4.6723e-03	  9.9668e-04	  1.4421e-05	  3.2524e-03	  4.6730e-04	  4.2051e-04	  1.0791e-03	  2.1035e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	  2.8714e-01	  6.9521e-02	  0.0000e+00	
  6.8843e+00	  2.6224e-03	  3.1006e-04	  4.6753e-03	  9.9734e-04	  1.4414e-05	  3.2588e-03	  4.6875e-04	  4.2063e-04	  1.0824e-03	  2.1056e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	  2.8716e-01	  6.9503e-02	  0.0000e+00	
  6.8842e+00	  2.6234e-03	  3.1015e-04	  4.6782e-03	  9.9797e-04	  1.4408e-05	  3.2650e-03	  4.7015e-04	  4.2074e-04	  1.0857e-03	  2.1077e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	  2.8717e-01	  6.9486e-02	  0.0000e+00	
  6.8842e+00	  2.6244e-03	  3.1023e-04	  4.6810e-03	  9.9858e-04	  1.4402e-05	  3.2710e-03	  4.7151e-04	  4.2085e-04	  1.0888e-03	  2.1097e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	  2.8718e-01	  6.9469e-02	  0.0000e+00	
  6.8842e+00	  2.6254e-03	  3.1031e-04	  4.6838e-03	  9.9917e-04	  1.4396e-05	  3.2768e-03	  4.7281e-04	  4.2095e-04	  1.0918e-03	  2.1116e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	  2.8719e-01	  6.9453e-02	  0.0000e+00	
  6.8841e+00	  2.6263e-03	  3.1038e-04	  4.6864e-03	  9.9974e-04	  1.4391e-05	  3.2824e-03	  4.7407e-04	  4.2105e-04	  1.0947e-03	  2.1135e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	  2.8720e-01	  6.9438e-02	  0.0000e+00	
  6.8841e+00	  2.6272e-03	  3.1046e-04	  4.6889e-03	  1.0003e-03	  1.4385e-05	  3.2877e-03	  4.7529e-04	  4.2115e-04	  1.0976e-03	  2.1152e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	  2.8721e-01	  6.9423e-02	  0.0000e+00	
  6.8841e+00	  2.6281e-03	  3.1053e-04	  4.6914e-03	  1.0008e-03	  1.4380e-05	  3.2929e-03	  4.7646e-04	  4.2124e-04	  1.1003e-03	  2.1170e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	  2.8722e-01	  6.9408e-02	  0.0000e+00	
  6.8841e+00	  2.6289e-03	  3.1059e-04	  4.6937e-03	  1.0013e-03	  1.4375e-05	  3.2980e-03	  4.7760e-04	  4.2133e-04	  1.1029e-03	  2.1186e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	  2.8723e-01	  6.9394e-02	  0.0000e+00	
  6.8840e+00	  2.6297e-03	  3.1066e-04	  4.6960e-03	  1.0018e-03	  1.4370e-05	  3.3028e-03	  4.7869e-04	  4.2142e-04	  1.1054e-03	  2.1203e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	  2.8724e-01	  6.9380e-02	  0.0000e+00	
