  Time(hour)	          OC	         NO3	         NO2	         Fe2	         SO4	    Fe(OH)3a	      CH4tot	      CO2tot	       N2tot	       O2tot	      H2Stot	      NaRbio	      FeRbio	      SRAbio	     Methbio	          pH	         fpH	
  3.2428e+03	  3.3958e-03	  2.2821e-15	  1.0669e-04	  4.1483e-04	  2.4345e-03	  5.5552e-03	  4.7922e-08	  1.2949e-02	  5.3778e-03	  0.0000e+00	  9.0917e-06	  1.1145e-03	  3.2010e-05	  5.7925e-05	  2.9551e-05	  7.2931e+00	  9.6936e-01	
  3.2452e+03	  3.3948e-03	  2.2204e-15	  1.0611e-04	  4.1532e-04	  2.4341e-03	  5.5545e-03	  4.8070e-08	  1.2950e-02	  5.3781e-03	  0.0000e+00	  9.0812e-06	  1.1146e-03	  3.2025e-05	  5.7944e-05	  2.9560e-05	  7.2933e+00	  9.6933e-01	
  3.2476e+03	  3.3938e-03	  2.1604e-15	  1.0552e-04	  4.1582e-04	  2.4337e-03	  5.5537e-03	  4.8218e-08	  1.2952e-02	  5.3784e-03	  0.0000e+00	  9.0708e-06	  1.1146e-03	  3.2039e-05	  5.7963e-05	  2.9569e-05	  7.2935e+00	  9.6931e-01	
  3.2500e+03	  3.3928e-03	  2.1020e-15	  1.0495e-04	  4.1631e-04	  2.4333e-03	  5.5530e-03	  4.8367e-08	  1.2953e-02	  5.3787e-03	  0.0000e+00	  9.0604e-06	  1.1146e-03	  3.2054e-05	  5.7981e-05	  2.9578e-05	  7.2937e+00	  9.6929e-01	
  3.2524e+03	  3.3918e-03	  2.0452e-15	  1.0437e-04	  4.1681e-04	  2.4329e-03	  5.5523e-03	  4.8517e-08	  1.2954e-02	  5.3790e-03	  0.0000e+00	  9.0500e-06	  1.1147e-03	  3.2068e-05	  5.8000e-05	  2.9587e-05	  7.2939e+00	  9.6926e-01	
  3.2548e+03	  3.3908e-03	  1.9900e-15	  1.0380e-04	  4.1730e-04	  2.4325e-03	  5.5515e-03	  4.8668e-08	  1.2955e-02	  5.3793e-03	  0.0000e+00	  9.0397e-06	  1.1147e-03	  3.2083e-05	  5.8018e-05	  2.9596e-05	  7.2941e+00	  9.6924e-01	
  3.2572e+03	  3.3898e-03	  1.9363e-15	  1.0323e-04	  4.1780e-04	  2.4321e-03	  5.5508e-03	  4.8819e-08	  1.2957e-02	  5.3796e-03	  0.0000e+00	  9.0294e-06	  1.1147e-03	  3.2097e-05	  5.8037e-05	  2.9605e-05	  7.2942e+00	  9.6921e-01	
  3.2596e+03	  3.3888e-03	  1.8840e-15	  1.0266e-04	  4.1829e-04	  2.4317e-03	  5.5500e-03	  4.8972e-08	  1.2958e-02	  5.3799e-03	  0.0000e+00	  9.0192e-06	  1.1148e-03	  3.2112e-05	  5.8056e-05	  2.9614e-05	  7.2944e+00	  9.6919e-01	
  3.2620e+03	  3.3879e-03	  1.8332e-15	  1.0210e-04	  4.1879e-04	  2.4313e-03	  5.5493e-03	  4.9125e-08	  1.2959e-02	  5.3801e-03	  0.0000e+00	  9.0090e-06	  1.1148e-03	  3.2126e-05	  5.8074e-05	  2.9623e-05	  7.2946e+00	  9.6917e-01	
  3.2644e+03	  3.3869e-03	  1.7837e-15	  1.0154e-04	  4.1928e-04	  2.4309e-03	  5.5485e-03	  4.9279e-08	  1.2961e-02	  5.3804e-03	  0.0000e+00	  8.9988e-06	  1.1148e-03	  3.2141e-05	  5.8093e-05	  2.9631e-05	  7.2948e+00	  9.6914e-01	
  3.2669e+03	  3.3859e-03	  1.7356e-15	  1.0098e-04	  4.1977e-04	  2.4305e-03	  5.5478e-03	  4.9434e-08	  1.2962e-02	  5.3807e-03	  0.0000e+00	  8.9886e-06	  1.1148e-03	  3.2155e-05	  5.8111e-05	  2.9640e-05	  7.2950e+00	  9.6912e-01	
  3.2693e+03	  3.3849e-03	  1.6888e-15	  1.0042e-04	  4.2027e-04	  2.4301e-03	  5.5471e-03	  4.9590e-08	  1.2963e-02	  5.3810e-03	  0.0000e+00	  8.9785e-06	  1.1149e-03	  3.2170e-05	  5.8130e-05	  2.9649e-05	  7.2952e+00	  9.6910e-01	
  3.2717e+03	  3.3839e-03	  1.6433e-15	  9.9874e-05	  4.2076e-04	  2.4297e-03	  5.5463e-03	  4.9746e-08	  1.2964e-02	  5.3813e-03	  0.0000e+00	  8.9685e-06	  1.1149e-03	  3.2184e-05	  5.8149e-05	  2.9658e-05	  7.2954e+00	  9.6907e-01	
  3.2741e+03	  3.3830e-03	  1.5990e-15	  9.9326e-05	  4.2125e-04	  2.4293e-03	  5.5456e-03	  4.9904e-08	  1.2966e-02	  5.3816e-03	  0.0000e+00	  8.9584e-06	  1.1149e-03	  3.2199e-05	  5.8167e-05	  2.9667e-05	  7.2956e+00	  9.6905e-01	
  3.2765e+03	  3.3820e-03	  1.5560e-15	  9.8782e-05	  4.2175e-04	  2.4289e-03	  5.5448e-03	  5.0062e-08	  1.2967e-02	  5.3818e-03	  0.0000e+00	  8.9484e-06	  1.1150e-03	  3.2213e-05	  5.8186e-05	  2.9676e-05	  7.2958e+00	  9.6903e-01	
  3.2789e+03	  3.3810e-03	  1.5141e-15	  9.8240e-05	  4.2224e-04	  2.4285e-03	  5.5441e-03	  5.0221e-08	  1.2968e-02	  5.3821e-03	  0.0000e+00	  8.9385e-06	  1.1150e-03	  3.2228e-05	  5.8204e-05	  2.9685e-05	  7.2960e+00	  9.6900e-01	
  3.2813e+03	  3.3801e-03	  1.4733e-15	  9.7702e-05	  4.2273e-04	  2.4281e-03	  5.5434e-03	  5.0381e-08	  1.2969e-02	  5.3824e-03	  0.0000e+00	  8.9285e-06	  1.1150e-03	  3.2242e-05	  5.8223e-05	  2.9694e-05	  7.2962e+00	  9.6898e-01	
  3.2837e+03	  3.3791e-03	  1.4336e-15	  9.7166e-05	  4.2322e-04	  2.4277e-03	  5.5426e-03	  5.0542e-08	  1.2971e-02	  5.3827e-03	  0.0000e+00	  8.9186e-06	  1.1151e-03	  3.2257e-05	  5.8242e-05	  2.9703e-05	  7.2964e+00	  9.6896e-01	
  3.2861e+03	  3.3781e-03	  1.3951e-15	  9.6634e-05	  4.2371e-04	  2.4273e-03	  5.5419e-03	  5.0704e-08	  1.2972e-02	  5.3830e-03	  0.0000e+00	  8.9088e-06	  1.1151e-03	  3.2271e-05	  5.8260e-05	  2.9712e-05	  7.2966e+00	  9.6893e-01	
  3.2885e+03	  3.3772e-03	  1.3575e-15	  9.6104e-05	  4.2421e-04	  2.4269e-03	  5.5411e-03	  5.0867e-08	  1.2973e-02	  5.3832e-03	  0.0000e+00	  8.8989e-06	  1.1151e-03	  3.2286e-05	  5.8279e-05	  2.9721e-05	  7.2968e+00	  9.6891e-01	
  3.2909e+03	  3.3762e-03	  1.3210e-15	  9.5578e-05	  4.2470e-04	  2.4265e-03	  5.5404e-03	  5.1030e-08	  1.2975e-02	  5.3835e-03	  0.0000e+00	  8.8891e-06	  1.1152e-03	  3.2300e-05	  5.8297e-05	  2.9730e-05	  7.2970e+00	  9.6889e-01	
  3.2933e+03	  3.3753e-03	  1.2855e-15	  9.5054e-05	  4.2519e-04	  2.4260e-03	  5.5397e-03	  5.1195e-08	  1.2976e-02	  5.3838e-03	  0.0000e+00	  8.8794e-06	  1.1152e-03	  3.2315e-05	  5.8316e-05	  2.9739e-05	  7.2972e+00	  9.6886e-01	
  3.2957e+03	  3.3743e-03	  1.2509e-15	  9.4534e-05	  4.2568e-04	  2.4256e-03	  5.5389e-03	  5.1360e-08	  1.2977e-02	  5.3840e-03	  0.0000e+00	  8.8696e-06	  1.1152e-03	  3.2329e-05	  5.8334e-05	  2.9748e-05	  7.2973e+00	  9.6884e-01	
  3.2981e+03	  3.3734e-03	  1.2173e-15	  9.4016e-05	  4.2617e-04	  2.4252e-03	  5.5382e-03	  5.1527e-08	  1.2978e-02	  5.3843e-03	  0.0000e+00	  8.8599e-06	  1.1153e-03	  3.2344e-05	  5.8353e-05	  2.9757e-05	  7.2975e+00	  9.6882e-01	
  3.3006e+03	  3.3724e-03	  1.1846e-15	  9.3501e-05	  4.2666e-04	  2.4248e-03	  5.5375e-03	  5.1694e-08	  1.2980e-02	  5.3846e-03	  0.0000e+00	  8.8503e-06	  1.1153e-03	  3.2358e-05	  5.8372e-05	  2.9766e-05	  7.2977e+00	  9.6879e-01	
  3.3030e+03	  3.3715e-03	  1.1528e-15	  9.2989e-05	  4.2715e-04	  2.4244e-03	  5.5367e-03	  5.1862e-08	  1.2981e-02	  5.3848e-03	  0.0000e+00	  8.8406e-06	  1.1153e-03	  3.2373e-05	  5.8390e-05	  2.9775e-05	  7.2979e+00	  9.6877e-01	
  3.3054e+03	  3.3705e-03	  1.1218e-15	  9.2480e-05	  4.2764e-04	  2.4240e-03	  5.5360e-03	  5.2031e-08	  1.2982e-02	  5.3851e-03	  0.0000e+00	  8.8310e-06	  1.1153e-03	  3.2387e-05	  5.8409e-05	  2.9784e-05	  7.2981e+00	  9.6875e-01	
  3.3078e+03	  3.3696e-03	  1.0917e-15	  9.1974e-05	  4.2813e-04	  2.4236e-03	  5.5353e-03	  5.2201e-08	  1.2983e-02	  5.3854e-03	  0.0000e+00	  8.8215e-06	  1.1154e-03	  3.2402e-05	  5.8427e-05	  2.9793e-05	  7.2983e+00	  9.6872e-01	
  3.3102e+03	  3.3686e-03	  1.0624e-15	  9.1471e-05	  4.2862e-04	  2.4232e-03	  5.5345e-03	  5.2372e-08	  1.2985e-02	  5.3856e-03	  0.0000e+00	  8.8119e-06	  1.1154e-03	  3.2416e-05	  5.8446e-05	  2.9802e-05	  7.2985e+00	  9.6870e-01	
  3.3126e+03	  3.3677e-03	  1.0339e-15	  9.0970e-05	  4.2911e-04	  2.4228e-03	  5.5338e-03	  5.2544e-08	  1.2986e-02	  5.3859e-03	  0.0000e+00	  8.8024e-06	  1.1154e-03	  3.2431e-05	  5.8465e-05	  2.9811e-05	  7.2987e+00	  9.6868e-01	
  3.3150e+03	  3.3668e-03	  1.0062e-15	  9.0473e-05	  4.2960e-04	  2.4224e-03	  5.5331e-03	  5.2717e-08	  1.2987e-02	  5.3861e-03	  0.0000e+00	  8.7930e-06	  1.1155e-03	  3.2445e-05	  5.8483e-05	  2.9820e-05	  7.2989e+00	  9.6866e-01	
  3.3174e+03	  3.3658e-03	  9.7920e-16	  8.9978e-05	  4.3009e-04	  2.4220e-03	  5.5323e-03	  5.2891e-08	  1.2988e-02	  5.3864e-03	  0.0000e+00	  8.7835e-06	  1.1155e-03	  3.2460e-05	  5.8502e-05	  2.9829e-05	  7.2990e+00	  9.6863e-01	
  3.3198e+03	  3.3649e-03	  9.5295e-16	  8.9486e-05	  4.3058e-04	  2.4216e-03	  5.5316e-03	  5.3066e-08	  1.2990e-02	  5.3866e-03	  0.0000e+00	  8.7741e-06	  1.1155e-03	  3.2474e-05	  5.8520e-05	  2.9838e-05	  7.2992e+00	  9.6861e-01	
  3.3222e+03	  3.3640e-03	  9.2741e-16	  8.8997e-05	  4.3107e-04	  2.4212e-03	  5.5309e-03	  5.3241e-08	  1.2991e-02	  5.3869e-03	  0.0000e+00	  8.7647e-06	  1.1156e-03	  3.2489e-05	  5.8539e-05	  2.9847e-05	  7.2994e+00	  9.6859e-01	
  3.3246e+03	  3.3630e-03	  9.0255e-16	  8.8510e-05	  4.3155e-04	  2.4208e-03	  5.5301e-03	  5.3418e-08	  1.2992e-02	  5.3871e-03	  0.0000e+00	  8.7554e-06	  1.1156e-03	  3.2503e-05	  5.8557e-05	  2.9856e-05	  7.2996e+00	  9.6856e-01	
  3.3270e+03	  3.3621e-03	  8.7837e-16	  8.8026e-05	  4.3204e-04	  2.4204e-03	  5.5294e-03	  5.3596e-08	  1.2993e-02	  5.3874e-03	  0.0000e+00	  8.7461e-06	  1.1156e-03	  3.2518e-05	  5.8576e-05	  2.9865e-05	  7.2998e+00	  9.6854e-01	
  3.3294e+03	  3.3612e-03	  8.5485e-16	  8.7545e-05	  4.3253e-04	  2.4200e-03	  5.5287e-03	  5.3774e-08	  1.2994e-02	  5.3876e-03	  0.0000e+00	  8.7368e-06	  1.1156e-03	  3.2533e-05	  5.8595e-05	  2.9874e-05	  7.3000e+00	  9.6852e-01	
  3.3319e+03	  3.3603e-03	  8.3196e-16	  8.7067e-05	  4.3302e-04	  2.4196e-03	  5.5279e-03	  5.3954e-08	  1.2996e-02	  5.3879e-03	  0.0000e+00	  8.7275e-06	  1.1157e-03	  3.2547e-05	  5.8613e-05	  2.9883e-05	  7.3002e+00	  9.6850e-01	
  3.3343e+03	  3.3594e-03	  8.0969e-16	  8.6591e-05	  4.3351e-04	  2.4192e-03	  5.5272e-03	  5.4135e-08	  1.2997e-02	  5.3881e-03	  0.0000e+00	  8.7183e-06	  1.1157e-03	  3.2562e-05	  5.8632e-05	  2.9892e-05	  7.3003e+00	  9.6847e-01	
  3.3367e+03	  3.3584e-03	  7.8802e-16	  8.6118e-05	  4.3399e-04	  2.4188e-03	  5.5265e-03	  5.4316e-08	  1.2998e-02	  5.3884e-03	  0.0000e+00	  8.7091e-06	  1.1157e-03	  3.2576e-05	  5.8650e-05	  2.9901e-05	  7.3005e+00	  9.6845e-01	
  3.3391e+03	  3.3575e-03	  7.6694e-16	  8.5648e-05	  4.3448e-04	  2.4184e-03	  5.5258e-03	  5.4499e-08	  1.2999e-02	  5.3886e-03	  0.0000e+00	  8.7000e-06	  1.1158e-03	  3.2591e-05	  5.8669e-05	  2.9910e-05	  7.3007e+00	  9.6843e-01	
  3.3415e+03	  3.3566e-03	  7.4642e-16	  8.5180e-05	  4.3497e-04	  2.4180e-03	  5.5250e-03	  5.4682e-08	  1.3001e-02	  5.3888e-03	  0.0000e+00	  8.6908e-06	  1.1158e-03	  3.2605e-05	  5.8688e-05	  2.9919e-05	  7.3009e+00	  9.6841e-01	
  3.3439e+03	  3.3557e-03	  7.2646e-16	  8.4715e-05	  4.3545e-04	  2.4176e-03	  5.5243e-03	  5.4867e-08	  1.3002e-02	  5.3891e-03	  0.0000e+00	  8.6817e-06	  1.1158e-03	  3.2620e-05	  5.8706e-05	  2.9928e-05	  7.3011e+00	  9.6839e-01	
  3.3463e+03	  3.3548e-03	  7.0704e-16	  8.4252e-05	  4.3594e-04	  2.4172e-03	  5.5236e-03	  5.5053e-08	  1.3003e-02	  5.3893e-03	  0.0000e+00	  8.6727e-06	  1.1158e-03	  3.2634e-05	  5.8725e-05	  2.9937e-05	  7.3012e+00	  9.6836e-01	
  3.3487e+03	  3.3539e-03	  6.8814e-16	  8.3792e-05	  4.3643e-04	  2.4168e-03	  5.5228e-03	  5.5239e-08	  1.3004e-02	  5.3896e-03	  0.0000e+00	  8.6636e-06	  1.1159e-03	  3.2649e-05	  5.8743e-05	  2.9946e-05	  7.3014e+00	  9.6834e-01	
  3.3511e+03	  3.3530e-03	  6.6976e-16	  8.3335e-05	  4.3691e-04	  2.4164e-03	  5.5221e-03	  5.5427e-08	  1.3006e-02	  5.3898e-03	  0.0000e+00	  8.6546e-06	  1.1159e-03	  3.2664e-05	  5.8762e-05	  2.9955e-05	  7.3016e+00	  9.6832e-01	
  3.3535e+03	  3.3521e-03	  6.5187e-16	  8.2880e-05	  4.3740e-04	  2.4160e-03	  5.5214e-03	  5.5616e-08	  1.3007e-02	  5.3900e-03	  0.0000e+00	  8.6456e-06	  1.1159e-03	  3.2678e-05	  5.8780e-05	  2.9964e-05	  7.3018e+00	  9.6830e-01	
  3.3559e+03	  3.3512e-03	  6.3446e-16	  8.2428e-05	  4.3788e-04	  2.4156e-03	  5.5207e-03	  5.5805e-08	  1.3008e-02	  5.3903e-03	  0.0000e+00	  8.6367e-06	  1.1159e-03	  3.2693e-05	  5.8799e-05	  2.9974e-05	  7.3020e+00	  9.6827e-01	
  3.3583e+03	  3.3503e-03	  6.1752e-16	  8.1978e-05	  4.3837e-04	  2.4151e-03	  5.5199e-03	  5.5996e-08	  1.3009e-02	  5.3905e-03	  0.0000e+00	  8.6277e-06	  1.1160e-03	  3.2707e-05	  5.8818e-05	  2.9983e-05	  7.3022e+00	  9.6825e-01	
  3.3607e+03	  3.3494e-03	  6.0103e-16	  8.1531e-05	  4.3886e-04	  2.4147e-03	  5.5192e-03	  5.6188e-08	  1.3010e-02	  5.3907e-03	  0.0000e+00	  8.6188e-06	  1.1160e-03	  3.2722e-05	  5.8836e-05	  2.9992e-05	  7.3023e+00	  9.6823e-01	
  3.3631e+03	  3.3485e-03	  5.8499e-16	  8.1086e-05	  4.3934e-04	  2.4143e-03	  5.5185e-03	  5.6381e-08	  1.3012e-02	  5.3910e-03	  0.0000e+00	  8.6100e-06	  1.1160e-03	  3.2736e-05	  5.8855e-05	  3.0001e-05	  7.3025e+00	  9.6821e-01	
  3.3656e+03	  3.3476e-03	  5.6939e-16	  8.0644e-05	  4.3983e-04	  2.4139e-03	  5.5178e-03	  5.6575e-08	  1.3013e-02	  5.3912e-03	  0.0000e+00	  8.6011e-06	  1.1160e-03	  3.2751e-05	  5.8873e-05	  3.0010e-05	  7.3027e+00	  9.6819e-01	
  3.3680e+03	  3.3467e-03	  5.5420e-16	  8.0205e-05	  4.4031e-04	  2.4135e-03	  5.5170e-03	  5.6770e-08	  1.3014e-02	  5.3914e-03	  0.0000e+00	  8.5923e-06	  1.1161e-03	  3.2766e-05	  5.8892e-05	  3.0019e-05	  7.3029e+00	  9.6816e-01	
  3.3704e+03	  3.3458e-03	  5.3942e-16	  7.9767e-05	  4.4080e-04	  2.4131e-03	  5.5163e-03	  5.6966e-08	  1.3015e-02	  5.3916e-03	  0.0000e+00	  8.5835e-06	  1.1161e-03	  3.2780e-05	  5.8910e-05	  3.0028e-05	  7.3030e+00	  9.6814e-01	
  3.3728e+03	  3.3449e-03	  5.2504e-16	  7.9333e-05	  4.4128e-04	  2.4127e-03	  5.5156e-03	  5.7163e-08	  1.3016e-02	  5.3919e-03	  0.0000e+00	  8.5748e-06	  1.1161e-03	  3.2795e-05	  5.8929e-05	  3.0037e-05	  7.3032e+00	  9.6812e-01	
  3.3752e+03	  3.3441e-03	  5.1105e-16	  7.8900e-05	  4.4176e-04	  2.4123e-03	  5.5149e-03	  5.7361e-08	  1.3018e-02	  5.3921e-03	  0.0000e+00	  8.5661e-06	  1.1162e-03	  3.2809e-05	  5.8948e-05	  3.0046e-05	  7.3034e+00	  9.6810e-01	
  3.3776e+03	  3.3432e-03	  4.9743e-16	  7.8470e-05	  4.4225e-04	  2.4119e-03	  5.5141e-03	  5.7561e-08	  1.3019e-02	  5.3923e-03	  0.0000e+00	  8.5574e-06	  1.1162e-03	  3.2824e-05	  5.8966e-05	  3.0055e-05	  7.3036e+00	  9.6808e-01	
  3.3800e+03	  3.3423e-03	  4.8418e-16	  7.8043e-05	  4.4273e-04	  2.4115e-03	  5.5134e-03	  5.7761e-08	  1.3020e-02	  5.3925e-03	  0.0000e+00	  8.5487e-06	  1.1162e-03	  3.2839e-05	  5.8985e-05	  3.0064e-05	  7.3038e+00	  9.6805e-01	
  3.3824e+03	  3.3414e-03	  4.7128e-16	  7.7618e-05	  4.4322e-04	  2.4111e-03	  5.5127e-03	  5.7962e-08	  1.3021e-02	  5.3927e-03	  0.0000e+00	  8.5400e-06	  1.1162e-03	  3.2853e-05	  5.9003e-05	  3.0073e-05	  7.3039e+00	  9.6803e-01	
  3.3848e+03	  3.3405e-03	  4.5873e-16	  7.7195e-05	  4.4370e-04	  2.4107e-03	  5.5120e-03	  5.8165e-08	  1.3023e-02	  5.3930e-03	  0.0000e+00	  8.5314e-06	  1.1163e-03	  3.2868e-05	  5.9022e-05	  3.0083e-05	  7.3041e+00	  9.6801e-01	
  3.3872e+03	  3.3397e-03	  4.4652e-16	  7.6775e-05	  4.4418e-04	  2.4103e-03	  5.5113e-03	  5.8369e-08	  1.3024e-02	  5.3932e-03	  0.0000e+00	  8.5228e-06	  1.1163e-03	  3.2882e-05	  5.9040e-05	  3.0092e-05	  7.3043e+00	  9.6799e-01	
  3.3896e+03	  3.3388e-03	  4.3464e-16	  7.6357e-05	  4.4467e-04	  2.4099e-03	  5.5105e-03	  5.8574e-08	  1.3025e-02	  5.3934e-03	  0.0000e+00	  8.5143e-06	  1.1163e-03	  3.2897e-05	  5.9059e-05	  3.0101e-05	  7.3045e+00	  9.6797e-01	
  3.3920e+03	  3.3379e-03	  4.2308e-16	  7.5941e-05	  4.4515e-04	  2.4095e-03	  5.5098e-03	  5.8780e-08	  1.3026e-02	  5.3936e-03	  0.0000e+00	  8.5058e-06	  1.1163e-03	  3.2912e-05	  5.9078e-05	  3.0110e-05	  7.3046e+00	  9.6795e-01	
  3.3944e+03	  3.3371e-03	  4.1182e-16	  7.5528e-05	  4.4563e-04	  2.4091e-03	  5.5091e-03	  5.8987e-08	  1.3027e-02	  5.3938e-03	  0.0000e+00	  8.4972e-06	  1.1164e-03	  3.2926e-05	  5.9096e-05	  3.0119e-05	  7.3048e+00	  9.6792e-01	
  3.3969e+03	  3.3362e-03	  4.0087e-16	  7.5117e-05	  4.4611e-04	  2.4087e-03	  5.5084e-03	  5.9195e-08	  1.3029e-02	  5.3940e-03	  0.0000e+00	  8.4888e-06	  1.1164e-03	  3.2941e-05	  5.9115e-05	  3.0128e-05	  7.3050e+00	  9.6790e-01	
  3.3993e+03	  3.3353e-03	  3.9021e-16	  7.4708e-05	  4.4660e-04	  2.4083e-03	  5.5077e-03	  5.9404e-08	  1.3030e-02	  5.3942e-03	  0.0000e+00	  8.4803e-06	  1.1164e-03	  3.2955e-05	  5.9133e-05	  3.0137e-05	  7.3052e+00	  9.6788e-01	
  3.4017e+03	  3.3345e-03	  3.7984e-16	  7.4301e-05	  4.4708e-04	  2.4079e-03	  5.5069e-03	  5.9615e-08	  1.3031e-02	  5.3944e-03	  0.0000e+00	  8.4719e-06	  1.1164e-03	  3.2970e-05	  5.9152e-05	  3.0146e-05	  7.3053e+00	  9.6786e-01	
  3.4041e+03	  3.3336e-03	  3.6975e-16	  7.3897e-05	  4.4756e-04	  2.4075e-03	  5.5062e-03	  5.9827e-08	  1.3032e-02	  5.3947e-03	  0.0000e+00	  8.4635e-06	  1.1165e-03	  3.2985e-05	  5.9170e-05	  3.0155e-05	  7.3055e+00	  9.6784e-01	
  3.4065e+03	  3.3327e-03	  3.5992e-16	  7.3495e-05	  4.4804e-04	  2.4071e-03	  5.5055e-03	  6.0040e-08	  1.3033e-02	  5.3949e-03	  0.0000e+00	  8.4551e-06	  1.1165e-03	  3.2999e-05	  5.9189e-05	  3.0165e-05	  7.3057e+00	  9.6782e-01	
  3.4089e+03	  3.3319e-03	  3.5036e-16	  7.3096e-05	  4.4852e-04	  2.4067e-03	  5.5048e-03	  6.0254e-08	  1.3034e-02	  5.3951e-03	  0.0000e+00	  8.4468e-06	  1.1165e-03	  3.3014e-05	  5.9208e-05	  3.0174e-05	  7.3058e+00	  9.6780e-01	
  3.4113e+03	  3.3310e-03	  3.4106e-16	  7.2698e-05	  4.4901e-04	  2.4062e-03	  5.5041e-03	  6.0469e-08	  1.3036e-02	  5.3953e-03	  0.0000e+00	  8.4384e-06	  1.1165e-03	  3.3028e-05	  5.9226e-05	  3.0183e-05	  7.3060e+00	  9.6777e-01	
  3.4137e+03	  3.3302e-03	  3.3201e-16	  7.2303e-05	  4.4949e-04	  2.4058e-03	  5.5034e-03	  6.0685e-08	  1.3037e-02	  5.3955e-03	  0.0000e+00	  8.4302e-06	  1.1165e-03	  3.3043e-05	  5.9245e-05	  3.0192e-05	  7.3062e+00	  9.6775e-01	
  3.4161e+03	  3.3293e-03	  3.2320e-16	  7.1910e-05	  4.4997e-04	  2.4054e-03	  5.5026e-03	  6.0903e-08	  1.3038e-02	  5.3957e-03	  0.0000e+00	  8.4219e-06	  1.1166e-03	  3.3058e-05	  5.9263e-05	  3.0201e-05	  7.3064e+00	  9.6773e-01	
  3.4185e+03	  3.3285e-03	  3.1462e-16	  7.1519e-05	  4.5045e-04	  2.4050e-03	  5.5019e-03	  6.1121e-08	  1.3039e-02	  5.3959e-03	  0.0000e+00	  8.4136e-06	  1.1166e-03	  3.3072e-05	  5.9282e-05	  3.0210e-05	  7.3065e+00	  9.6771e-01	
  3.4209e+03	  3.3276e-03	  3.0627e-16	  7.1131e-05	  4.5093e-04	  2.4046e-03	  5.5012e-03	  6.1341e-08	  1.3040e-02	  5.3961e-03	  0.0000e+00	  8.4054e-06	  1.1166e-03	  3.3087e-05	  5.9300e-05	  3.0219e-05	  7.3067e+00	  9.6769e-01	
  3.4233e+03	  3.3268e-03	  2.9815e-16	  7.0744e-05	  4.5141e-04	  2.4042e-03	  5.5005e-03	  6.1563e-08	  1.3042e-02	  5.3963e-03	  0.0000e+00	  8.3972e-06	  1.1166e-03	  3.3102e-05	  5.9319e-05	  3.0229e-05	  7.3069e+00	  9.6767e-01	
  3.4257e+03	  3.3259e-03	  2.9025e-16	  7.0360e-05	  4.5189e-04	  2.4038e-03	  5.4998e-03	  6.1785e-08	  1.3043e-02	  5.3965e-03	  0.0000e+00	  8.3891e-06	  1.1167e-03	  3.3116e-05	  5.9338e-05	  3.0238e-05	  7.3070e+00	  9.6765e-01	
  3.4281e+03	  3.3251e-03	  2.8255e-16	  6.9978e-05	  4.5237e-04	  2.4034e-03	  5.4991e-03	  6.2009e-08	  1.3044e-02	  5.3967e-03	  0.0000e+00	  8.3809e-06	  1.1167e-03	  3.3131e-05	  5.9356e-05	  3.0247e-05	  7.3072e+00	  9.6763e-01	
  3.4306e+03	  3.3242e-03	  2.7506e-16	  6.9598e-05	  4.5285e-04	  2.4030e-03	  5.4984e-03	  6.2233e-08	  1.3045e-02	  5.3969e-03	  0.0000e+00	  8.3728e-06	  1.1167e-03	  3.3146e-05	  5.9375e-05	  3.0256e-05	  7.3074e+00	  9.6761e-01	
  3.4330e+03	  3.3234e-03	  2.6778e-16	  6.9220e-05	  4.5333e-04	  2.4026e-03	  5.4976e-03	  6.2459e-08	  1.3046e-02	  5.3971e-03	  0.0000e+00	  8.3647e-06	  1.1167e-03	  3.3160e-05	  5.9393e-05	  3.0265e-05	  7.3076e+00	  9.6758e-01	
  3.4354e+03	  3.3225e-03	  2.6068e-16	  6.8844e-05	  4.5381e-04	  2.4022e-03	  5.4969e-03	  6.2687e-08	  1.3048e-02	  5.3973e-03	  0.0000e+00	  8.3567e-06	  1.1168e-03	  3.3175e-05	  5.9412e-05	  3.0274e-05	  7.3077e+00	  9.6756e-01	
  3.4378e+03	  3.3217e-03	  2.5378e-16	  6.8470e-05	  4.5429e-04	  2.4018e-03	  5.4962e-03	  6.2915e-08	  1.3049e-02	  5.3975e-03	  0.0000e+00	  8.3486e-06	  1.1168e-03	  3.3190e-05	  5.9430e-05	  3.0284e-05	  7.3079e+00	  9.6754e-01	
  3.4402e+03	  3.3209e-03	  2.4706e-16	  6.8099e-05	  4.5477e-04	  2.4014e-03	  5.4955e-03	  6.3145e-08	  1.3050e-02	  5.3976e-03	  0.0000e+00	  8.3406e-06	  1.1168e-03	  3.3204e-05	  5.9449e-05	  3.0293e-05	  7.3081e+00	  9.6752e-01	
  3.4426e+03	  3.3200e-03	  2.4052e-16	  6.7729e-05	  4.5525e-04	  2.4010e-03	  5.4948e-03	  6.3376e-08	  1.3051e-02	  5.3978e-03	  0.0000e+00	  8.3326e-06	  1.1168e-03	  3.3219e-05	  5.9468e-05	  3.0302e-05	  7.3082e+00	  9.6750e-01	
  3.4450e+03	  3.3192e-03	  2.3416e-16	  6.7362e-05	  4.5573e-04	  2.4006e-03	  5.4941e-03	  6.3608e-08	  1.3052e-02	  5.3980e-03	  0.0000e+00	  8.3246e-06	  1.1168e-03	  3.3233e-05	  5.9486e-05	  3.0311e-05	  7.3084e+00	  9.6748e-01	
