          pH	          Na	           K	          Ca	          Mg	         PO4	          Cl	         SO4	         NH4	        HCO3	          sc	         FeS	      Pyrite	     Calcite	       CaPO4	      Fe3PO4	     CaMgCO3	
  6.7629e+00	  2.4495e-02	  7.1426e-04	  3.2421e-03	  3.7651e-03	  7.2031e-05	  3.1119e-02	  2.1802e-03	  5.0940e-04	  5.6104e-04	  8.3695e+03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  6.7586e+00	  2.4585e-02	  7.1666e-04	  3.2654e-03	  3.7919e-03	  7.1925e-05	  3.1279e-02	  2.1981e-03	  5.1096e-04	  5.7111e-04	  8.4094e+03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  6.7545e+00	  2.4671e-02	  7.1898e-04	  3.2879e-03	  3.8179e-03	  7.1824e-05	  3.1434e-02	  2.2153e-03	  5.1247e-04	  5.8082e-04	  8.4479e+03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  6.7506e+00	  2.4755e-02	  7.2121e-04	  3.3097e-03	  3.8429e-03	  7.1727e-05	  3.1584e-02	  2.2319e-03	  5.1392e-04	  5.9017e-04	  8.4850e+03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  6.7468e+00	  2.4835e-02	  7.2336e-04	  3.3307e-03	  3.8671e-03	  7.1635e-05	  3.1728e-02	  2.2479e-03	  5.1531e-04	  5.9918e-04	  8.5207e+03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  6.7431e+00	  2.4913e-02	  7.2544e-04	  3.3510e-03	  3.8905e-03	  7.1547e-05	  3.1867e-02	  2.2633e-03	  5.1665e-04	  6.0787e-04	  8.5552e+03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  6.7396e+00	  2.4987e-02	  7.2743e-04	  3.3706e-03	  3.9131e-03	  7.1462e-05	  3.2002e-02	  2.2782e-03	  5.1795e-04	  6.1624e-04	  8.5885e+03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  6.7362e+00	  2.5059e-02	  7.2936e-04	  3.3896e-03	  3.9349e-03	  7.1382e-05	  3.2131e-02	  2.2925e-03	  5.1919e-04	  6.2431e-04	  8.6206e+03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  6.7329e+00	  2.5129e-02	  7.3121e-04	  3.4079e-03	  3.9560e-03	  7.1304e-05	  3.2256e-02	  2.3063e-03	  5.2039e-04	  6.3210e-04	  8.6515e+03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  6.7298e+00	  2.5196e-02	  7.3300e-04	  3.4255e-03	  3.9763e-03	  7.1231e-05	  3.2377e-02	  2.3196e-03	  5.2155e-04	  6.3960e-04	  8.6814e+03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
