          pH	          Na	           K	          Ca	          Mg	         PO4	          Cl	         SO4	         NH4	        HCO3	          sc	         FeS	      Pyrite	     Calcite	
  7.1975e+00	  7.6016e-03	  4.5417e-04	  8.9606e-03	  1.9799e-03	  1.1526e-06	  1.8253e-02	  1.4999e-03	  5.4463e-04	  7.7286e-04	  5.6777e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	
  7.1945e+00	  7.6349e-03	  4.5521e-04	  8.9972e-03	  1.9883e-03	  1.1613e-06	  1.8361e-02	  1.5112e-03	  5.4550e-04	  7.7923e-04	  5.7046e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	
  7.1917e+00	  7.6671e-03	  4.5621e-04	  9.0326e-03	  1.9964e-03	  1.1697e-06	  1.8466e-02	  1.5220e-03	  5.4634e-04	  7.8537e-04	  5.7305e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	
  7.1889e+00	  7.6983e-03	  4.5717e-04	  9.0668e-03	  2.0042e-03	  1.1779e-06	  1.8567e-02	  1.5325e-03	  5.4716e-04	  7.9130e-04	  5.7555e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	
  7.1862e+00	  7.7284e-03	  4.5811e-04	  9.0998e-03	  2.0117e-03	  1.1860e-06	  1.8665e-02	  1.5426e-03	  5.4794e-04	  7.9702e-04	  5.7795e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	
  7.1835e+00	  7.7575e-03	  4.5900e-04	  9.1316e-03	  2.0190e-03	  1.1938e-06	  1.8759e-02	  1.5523e-03	  5.4869e-04	  8.0254e-04	  5.8028e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	
  7.1810e+00	  7.7856e-03	  4.5987e-04	  9.1623e-03	  2.0260e-03	  1.2014e-06	  1.8850e-02	  1.5617e-03	  5.4941e-04	  8.0787e-04	  5.8252e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	
  7.1786e+00	  7.8127e-03	  4.6070e-04	  9.1919e-03	  2.0327e-03	  1.2088e-06	  1.8937e-02	  1.5708e-03	  5.5011e-04	  8.1300e-04	  5.8469e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	
  7.1762e+00	  7.8390e-03	  4.6151e-04	  9.2206e-03	  2.0393e-03	  1.2160e-06	  1.9022e-02	  1.5795e-03	  5.5078e-04	  8.1796e-04	  5.8677e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	
  7.1740e+00	  7.8643e-03	  4.6229e-04	  9.2482e-03	  2.0456e-03	  1.2231e-06	  1.9104e-02	  1.5880e-03	  5.5143e-04	  8.2275e-04	  5.8879e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	
  7.1718e+00	  7.8888e-03	  4.6304e-04	  9.2748e-03	  2.0517e-03	  1.2299e-06	  1.9182e-02	  1.5961e-03	  5.5205e-04	  8.2737e-04	  5.9073e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	
  7.1697e+00	  7.9124e-03	  4.6376e-04	  9.3006e-03	  2.0576e-03	  1.2366e-06	  1.9258e-02	  1.6040e-03	  5.5266e-04	  8.3182e-04	  5.9261e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	
  7.1676e+00	  7.9353e-03	  4.6446e-04	  9.3254e-03	  2.0633e-03	  1.2431e-06	  1.9332e-02	  1.6116e-03	  5.5323e-04	  8.3612e-04	  5.9442e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	
  7.1657e+00	  7.9574e-03	  4.6513e-04	  9.3494e-03	  2.0687e-03	  1.2494e-06	  1.9403e-02	  1.6189e-03	  5.5379e-04	  8.4028e-04	  5.9617e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	
  7.1638e+00	  7.9787e-03	  4.6578e-04	  9.3725e-03	  2.0740e-03	  1.2555e-06	  1.9471e-02	  1.6259e-03	  5.5433e-04	  8.4428e-04	  5.9785e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	
  7.1619e+00	  7.9993e-03	  4.6641e-04	  9.3948e-03	  2.0791e-03	  1.2614e-06	  1.9537e-02	  1.6327e-03	  5.5485e-04	  8.4815e-04	  5.9948e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	
  7.1601e+00	  8.0192e-03	  4.6702e-04	  9.4164e-03	  2.0841e-03	  1.2672e-06	  1.9601e-02	  1.6393e-03	  5.5535e-04	  8.5188e-04	  6.0105e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	
  7.1584e+00	  8.0384e-03	  4.6760e-04	  9.4372e-03	  2.0888e-03	  1.2729e-06	  1.9662e-02	  1.6457e-03	  5.5583e-04	  8.5548e-04	  6.0256e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	
  7.1568e+00	  8.0570e-03	  4.6816e-04	  9.4573e-03	  2.0934e-03	  1.2783e-06	  1.9722e-02	  1.6518e-03	  5.5630e-04	  8.5896e-04	  6.0402e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	
  7.1552e+00	  8.0750e-03	  4.6871e-04	  9.4767e-03	  2.0979e-03	  1.2836e-06	  1.9779e-02	  1.6577e-03	  5.5674e-04	  8.6231e-04	  6.0544e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	
  7.1536e+00	  8.0923e-03	  4.6923e-04	  9.4954e-03	  2.1022e-03	  1.2888e-06	  1.9835e-02	  1.6634e-03	  5.5718e-04	  8.6555e-04	  6.0680e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	
  7.1521e+00	  8.1090e-03	  4.6974e-04	  9.5135e-03	  2.1063e-03	  1.2938e-06	  1.9888e-02	  1.6689e-03	  5.5759e-04	  8.6867e-04	  6.0811e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	
  7.1507e+00	  8.1252e-03	  4.7023e-04	  9.5309e-03	  2.1103e-03	  1.2986e-06	  1.9940e-02	  1.6742e-03	  5.5799e-04	  8.7169e-04	  6.0938e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	
  7.1493e+00	  8.1408e-03	  4.7070e-04	  9.5478e-03	  2.1142e-03	  1.3033e-06	  1.9989e-02	  1.6794e-03	  5.5838e-04	  8.7460e-04	  6.1060e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	
  7.1480e+00	  8.1559e-03	  4.7115e-04	  9.5641e-03	  2.1179e-03	  1.3079e-06	  2.0037e-02	  1.6843e-03	  5.5876e-04	  8.7741e-04	  6.1179e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	
  7.1467e+00	  8.1705e-03	  4.7159e-04	  9.5797e-03	  2.1215e-03	  1.3123e-06	  2.0084e-02	  1.6891e-03	  5.5912e-04	  8.8013e-04	  6.1293e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	
  7.1454e+00	  8.1846e-03	  4.7202e-04	  9.5949e-03	  2.1250e-03	  1.3166e-06	  2.0129e-02	  1.6937e-03	  5.5946e-04	  8.8275e-04	  6.1403e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	
  7.1442e+00	  8.1982e-03	  4.7243e-04	  9.6095e-03	  2.1283e-03	  1.3208e-06	  2.0172e-02	  1.6982e-03	  5.5980e-04	  8.8528e-04	  6.1509e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	
  7.1430e+00	  8.2113e-03	  4.7282e-04	  9.6237e-03	  2.1315e-03	  1.3249e-06	  2.0214e-02	  1.7025e-03	  5.6012e-04	  8.8772e-04	  6.1612e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	
  7.1419e+00	  8.2240e-03	  4.7320e-04	  9.6373e-03	  2.1347e-03	  1.3288e-06	  2.0254e-02	  1.7066e-03	  5.6043e-04	  8.9007e-04	  6.1711e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	
  7.1408e+00	  8.2363e-03	  4.7357e-04	  9.6504e-03	  2.1377e-03	  1.3326e-06	  2.0293e-02	  1.7106e-03	  5.6073e-04	  8.9235e-04	  6.1806e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	
  7.1398e+00	  8.2481e-03	  4.7393e-04	  9.6632e-03	  2.1406e-03	  1.3363e-06	  2.0330e-02	  1.7145e-03	  5.6102e-04	  8.9454e-04	  6.1898e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	
  7.1388e+00	  8.2595e-03	  4.7427e-04	  9.6754e-03	  2.1434e-03	  1.3398e-06	  2.0367e-02	  1.7182e-03	  5.6130e-04	  8.9666e-04	  6.1987e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	
  7.1378e+00	  8.2706e-03	  4.7460e-04	  9.6873e-03	  2.1461e-03	  1.3433e-06	  2.0402e-02	  1.7218e-03	  5.6157e-04	  8.9871e-04	  6.2073e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	
  7.1368e+00	  8.2812e-03	  4.7492e-04	  9.6987e-03	  2.1487e-03	  1.3466e-06	  2.0435e-02	  1.7253e-03	  5.6183e-04	  9.0068e-04	  6.2156e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	
  7.1359e+00	  8.2915e-03	  4.7523e-04	  9.7097e-03	  2.1513e-03	  1.3499e-06	  2.0468e-02	  1.7287e-03	  5.6209e-04	  9.0259e-04	  6.2237e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	
  7.1350e+00	  8.3015e-03	  4.7553e-04	  9.7204e-03	  2.1537e-03	  1.3530e-06	  2.0499e-02	  1.7319e-03	  5.6233e-04	  9.0443e-04	  6.2314e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	
  7.1342e+00	  8.3111e-03	  4.7581e-04	  9.7307e-03	  2.1561e-03	  1.3561e-06	  2.0530e-02	  1.7350e-03	  5.6256e-04	  9.0621e-04	  6.2388e+03	  0.0000e+00	  1.4999e-01	  0.0000e+00	
