          pH	          Na	           K	          Ca	          Mg	         PO4	          Cl	         SO4	         NH4	        HCO3	          sc	         FeS	      Pyrite	     Calcite	       CaPO4	      Fe3PO4	     CaMgCO3	
  6.6839e+00	  6.8251e-03	  4.8040e-04	  1.0623e-02	  2.3743e-03	  7.1519e-06	  2.2299e-02	  1.9338e-03	  6.0266e-04	  9.8144e-04	  6.5707e+03	  0.0000e+00	  1.5000e-01	  0.0000e+00	  2.5274e-01	  1.2109e-01	  0.0000e+00	
  6.6821e+00	  6.8588e-03	  4.8207e-04	  1.0700e-02	  2.3916e-03	  7.1636e-06	  2.2499e-02	  1.9543e-03	  6.0458e-04	  9.9235e-04	  6.6186e+03	  0.0000e+00	  1.5000e-01	  0.0000e+00	  2.5281e-01	  1.2099e-01	  0.0000e+00	
  6.6802e+00	  6.8913e-03	  4.8368e-04	  1.0774e-02	  2.4082e-03	  7.1750e-06	  2.2693e-02	  1.9740e-03	  6.0643e-04	  1.0029e-03	  6.6648e+03	  0.0000e+00	  1.5000e-01	  0.0000e+00	  2.5288e-01	  1.2089e-01	  0.0000e+00	
  6.6785e+00	  6.9227e-03	  4.8522e-04	  1.0845e-02	  2.4243e-03	  7.1861e-06	  2.2879e-02	  1.9930e-03	  6.0820e-04	  1.0130e-03	  6.7093e+03	  0.0000e+00	  1.5000e-01	  0.0000e+00	  2.5294e-01	  1.2079e-01	  0.0000e+00	
  6.6768e+00	  6.9530e-03	  4.8671e-04	  1.0914e-02	  2.4397e-03	  7.1970e-06	  2.3059e-02	  2.0113e-03	  6.0991e-04	  1.0228e-03	  6.7521e+03	  0.0000e+00	  1.5000e-01	  0.0000e+00	  2.5300e-01	  1.2070e-01	  0.0000e+00	
  6.6752e+00	  6.9822e-03	  4.8814e-04	  1.0981e-02	  2.4547e-03	  7.2075e-06	  2.3232e-02	  2.0290e-03	  6.1155e-04	  1.0322e-03	  6.7935e+03	  0.0000e+00	  1.5000e-01	  0.0000e+00	  2.5306e-01	  1.2062e-01	  0.0000e+00	
  6.6737e+00	  7.0104e-03	  4.8952e-04	  1.1045e-02	  2.4691e-03	  7.2178e-06	  2.3399e-02	  2.0460e-03	  6.1313e-04	  1.0413e-03	  6.8333e+03	  0.0000e+00	  1.5000e-01	  0.0000e+00	  2.5311e-01	  1.2053e-01	  0.0000e+00	
  6.6722e+00	  7.0376e-03	  4.9085e-04	  1.1107e-02	  2.4831e-03	  7.2278e-06	  2.3561e-02	  2.0624e-03	  6.1465e-04	  1.0501e-03	  6.8717e+03	  0.0000e+00	  1.5000e-01	  0.0000e+00	  2.5317e-01	  1.2045e-01	  0.0000e+00	
  6.6708e+00	  7.0638e-03	  4.9213e-04	  1.1166e-02	  2.4965e-03	  7.2376e-06	  2.3716e-02	  2.0782e-03	  6.1611e-04	  1.0586e-03	  6.9087e+03	  0.0000e+00	  1.5000e-01	  0.0000e+00	  2.5322e-01	  1.2037e-01	  0.0000e+00	
  6.6694e+00	  7.0892e-03	  4.9336e-04	  1.1224e-02	  2.5095e-03	  7.2470e-06	  2.3866e-02	  2.0935e-03	  6.1751e-04	  1.0668e-03	  6.9444e+03	  0.0000e+00	  1.5000e-01	  0.0000e+00	  2.5327e-01	  1.2030e-01	  0.0000e+00	
  6.6681e+00	  7.1137e-03	  4.9455e-04	  1.1280e-02	  2.5220e-03	  7.2563e-06	  2.4011e-02	  2.1082e-03	  6.1887e-04	  1.0747e-03	  6.9788e+03	  0.0000e+00	  1.5000e-01	  0.0000e+00	  2.5331e-01	  1.2023e-01	  0.0000e+00	
  6.6668e+00	  7.1373e-03	  4.9569e-04	  1.1333e-02	  2.5341e-03	  7.2652e-06	  2.4150e-02	  2.1223e-03	  6.2017e-04	  1.0823e-03	  7.0119e+03	  0.0000e+00	  1.5000e-01	  0.0000e+00	  2.5336e-01	  1.2016e-01	  0.0000e+00	
  6.6656e+00	  7.1601e-03	  4.9680e-04	  1.1385e-02	  2.5457e-03	  7.2739e-06	  2.4285e-02	  2.1360e-03	  6.2143e-04	  1.0896e-03	  7.0439e+03	  0.0000e+00	  1.5000e-01	  0.0000e+00	  2.5340e-01	  1.2010e-01	  0.0000e+00	
