          pH	          Na	           K	          Ca	          Mg	         PO4	          Cl	         SO4	         NH4	        HCO3	          sc	         FeS	      Pyrite	     Calcite	
  7.0566e+00	  8.9013e-03	  5.7147e-04	  1.5474e-02	  3.3777e-03	  1.2221e-06	  3.3689e-02	  3.0825e-03	  7.0478e-04	  1.5394e-03	  9.3009e+03	  0.0000e+00	  1.4999e-01	  2.4875e-03	
  7.0551e+00	  8.9173e-03	  5.7214e-04	  1.5510e-02	  3.3856e-03	  1.2263e-06	  3.3778e-02	  3.0915e-03	  7.0550e-04	  1.5429e-03	  9.3216e+03	  0.0000e+00	  1.4999e-01	  2.5143e-03	
  7.0537e+00	  8.9327e-03	  5.7279e-04	  1.5545e-02	  3.3932e-03	  1.2304e-06	  3.3864e-02	  3.1001e-03	  7.0619e-04	  1.5464e-03	  9.3415e+03	  0.0000e+00	  1.4999e-01	  2.5400e-03	
  7.0524e+00	  8.9477e-03	  5.7341e-04	  1.5578e-02	  3.4006e-03	  1.2344e-06	  3.3948e-02	  3.1084e-03	  7.0686e-04	  1.5497e-03	  9.3608e+03	  0.0000e+00	  1.4999e-01	  2.5646e-03	
  7.0511e+00	  8.9621e-03	  5.7402e-04	  1.5611e-02	  3.4077e-03	  1.2383e-06	  3.4028e-02	  3.1165e-03	  7.0750e-04	  1.5529e-03	  9.3793e+03	  0.0000e+00	  1.4999e-01	  2.5883e-03	
  7.0498e+00	  8.9760e-03	  5.7460e-04	  1.5642e-02	  3.4145e-03	  1.2420e-06	  3.4106e-02	  3.1242e-03	  7.0812e-04	  1.5560e-03	  9.3973e+03	  0.0000e+00	  1.4999e-01	  2.6110e-03	
  7.0486e+00	  8.9894e-03	  5.7516e-04	  1.5672e-02	  3.4212e-03	  1.2456e-06	  3.4181e-02	  3.1317e-03	  7.0872e-04	  1.5591e-03	  9.4146e+03	  0.0000e+00	  1.4999e-01	  2.6328e-03	
  7.0475e+00	  9.0024e-03	  5.7571e-04	  1.5701e-02	  3.4275e-03	  1.2492e-06	  3.4253e-02	  3.1389e-03	  7.0930e-04	  1.5620e-03	  9.4313e+03	  0.0000e+00	  1.4999e-01	  2.6537e-03	
  7.0463e+00	  9.0149e-03	  5.7623e-04	  1.5730e-02	  3.4337e-03	  1.2526e-06	  3.4323e-02	  3.1459e-03	  7.0985e-04	  1.5648e-03	  9.4474e+03	  0.0000e+00	  1.4999e-01	  2.6738e-03	
  7.0453e+00	  9.0270e-03	  5.7674e-04	  1.5757e-02	  3.4397e-03	  1.2558e-06	  3.4391e-02	  3.1527e-03	  7.1039e-04	  1.5676e-03	  9.4629e+03	  0.0000e+00	  1.4999e-01	  2.6931e-03	
  7.0442e+00	  9.0387e-03	  5.7723e-04	  1.5783e-02	  3.4454e-03	  1.2590e-06	  3.4456e-02	  3.1592e-03	  7.1091e-04	  1.5702e-03	  9.4780e+03	  0.0000e+00	  1.4999e-01	  2.7117e-03	
  7.0432e+00	  9.0500e-03	  5.7770e-04	  1.5809e-02	  3.4510e-03	  1.2621e-06	  3.4519e-02	  3.1655e-03	  7.1141e-04	  1.5728e-03	  9.4925e+03	  0.0000e+00	  1.4999e-01	  2.7295e-03	
  7.0422e+00	  9.0609e-03	  5.7815e-04	  1.5833e-02	  3.4564e-03	  1.2651e-06	  3.4579e-02	  3.1715e-03	  7.1189e-04	  1.5753e-03	  9.5065e+03	  0.0000e+00	  1.4999e-01	  2.7466e-03	
  7.0413e+00	  9.0714e-03	  5.7859e-04	  1.5857e-02	  3.4616e-03	  1.2680e-06	  3.4638e-02	  3.1774e-03	  7.1236e-04	  1.5777e-03	  9.5200e+03	  0.0000e+00	  1.4999e-01	  2.7631e-03	
  7.0404e+00	  9.0816e-03	  5.7901e-04	  1.5880e-02	  3.4666e-03	  1.2708e-06	  3.4694e-02	  3.1830e-03	  7.1281e-04	  1.5800e-03	  9.5330e+03	  0.0000e+00	  1.4999e-01	  2.7789e-03	
  7.0395e+00	  9.0914e-03	  5.7942e-04	  1.5902e-02	  3.4714e-03	  1.2735e-06	  3.4749e-02	  3.1885e-03	  7.1324e-04	  1.5822e-03	  9.5456e+03	  0.0000e+00	  1.4999e-01	  2.7941e-03	
  7.0387e+00	  9.1008e-03	  5.7981e-04	  1.5923e-02	  3.4761e-03	  1.2761e-06	  3.4802e-02	  3.1938e-03	  7.1366e-04	  1.5844e-03	  9.5578e+03	  0.0000e+00	  1.4999e-01	  2.8087e-03	
  7.0379e+00	  9.1100e-03	  5.8020e-04	  1.5944e-02	  3.4806e-03	  1.2787e-06	  3.4853e-02	  3.1988e-03	  7.1406e-04	  1.5865e-03	  9.5695e+03	  0.0000e+00	  1.4999e-01	  2.8228e-03	
  7.0371e+00	  9.1188e-03	  5.8056e-04	  1.5963e-02	  3.4849e-03	  1.2811e-06	  3.4902e-02	  3.2037e-03	  7.1445e-04	  1.5885e-03	  9.5808e+03	  0.0000e+00	  1.4999e-01	  2.8363e-03	
  7.0363e+00	  9.1274e-03	  5.8092e-04	  1.5983e-02	  3.4891e-03	  1.2835e-06	  3.4949e-02	  3.2085e-03	  7.1483e-04	  1.5905e-03	  9.5917e+03	  0.0000e+00	  1.4999e-01	  2.8493e-03	
  7.0356e+00	  9.1356e-03	  5.8126e-04	  1.6001e-02	  3.4932e-03	  1.2858e-06	  3.4995e-02	  3.2131e-03	  7.1519e-04	  1.5924e-03	  9.6023e+03	  0.0000e+00	  1.4999e-01	  2.8619e-03	
  7.0349e+00	  9.1435e-03	  5.8159e-04	  1.6019e-02	  3.4971e-03	  1.2880e-06	  3.5039e-02	  3.2175e-03	  7.1554e-04	  1.5942e-03	  9.6125e+03	  0.0000e+00	  1.4999e-01	  2.8739e-03	
  7.0342e+00	  9.1512e-03	  5.8191e-04	  1.6036e-02	  3.5009e-03	  1.2901e-06	  3.5082e-02	  3.2217e-03	  7.1588e-04	  1.5960e-03	  9.6223e+03	  0.0000e+00	  1.4999e-01	  2.8855e-03	
  7.0335e+00	  9.1587e-03	  5.8222e-04	  1.6053e-02	  3.5045e-03	  1.2922e-06	  3.5123e-02	  3.2259e-03	  7.1620e-04	  1.5977e-03	  9.6318e+03	  0.0000e+00	  1.4999e-01	  2.8966e-03	
  7.0329e+00	  9.1658e-03	  5.8251e-04	  1.6069e-02	  3.5080e-03	  1.2942e-06	  3.5163e-02	  3.2298e-03	  7.1652e-04	  1.5994e-03	  9.6410e+03	  0.0000e+00	  1.4999e-01	  2.9074e-03	
