          pH	          Na	           K	          Ca	          Mg	         PO4	          Cl	         SO4	         NH4	        HCO3	          sc	         FeS	      Pyrite	     Calcite	
  7.0024e+00	  8.7253e-03	  5.4292e-04	  1.3952e-02	  3.0569e-03	  1.6092e-06	  2.9174e-02	  2.5941e-03	  6.6839e-04	  1.8962e-03	  8.3710e+03	  0.0000e+00	  1.4997e-01	  8.1417e-02	
  6.9992e+00	  8.7554e-03	  5.4406e-04	  1.4011e-02	  3.0699e-03	  1.6229e-06	  2.9319e-02	  2.6087e-03	  6.6960e-04	  1.9071e-03	  8.4057e+03	  0.0000e+00	  1.4997e-01	  8.1322e-02	
  6.9961e+00	  8.7845e-03	  5.4517e-04	  1.4067e-02	  3.0825e-03	  1.6361e-06	  2.9460e-02	  2.6229e-03	  6.7076e-04	  1.9177e-03	  8.4392e+03	  0.0000e+00	  1.4997e-01	  8.1229e-02	
  6.9932e+00	  8.8125e-03	  5.4624e-04	  1.4122e-02	  3.0946e-03	  1.6490e-06	  2.9596e-02	  2.6365e-03	  6.7188e-04	  1.9279e-03	  8.4715e+03	  0.0000e+00	  1.4997e-01	  8.1138e-02	
  6.9904e+00	  8.8396e-03	  5.4726e-04	  1.4175e-02	  3.1064e-03	  1.6615e-06	  2.9727e-02	  2.6497e-03	  6.7296e-04	  1.9378e-03	  8.5026e+03	  0.0000e+00	  1.4997e-01	  8.1050e-02	
  6.9877e+00	  8.8658e-03	  5.4825e-04	  1.4226e-02	  3.1177e-03	  1.6736e-06	  2.9854e-02	  2.6624e-03	  6.7400e-04	  1.9473e-03	  8.5327e+03	  0.0000e+00	  1.4997e-01	  8.0964e-02	
  6.9851e+00	  8.8911e-03	  5.4921e-04	  1.4275e-02	  3.1286e-03	  1.6853e-06	  2.9976e-02	  2.6747e-03	  6.7500e-04	  1.9565e-03	  8.5617e+03	  0.0000e+00	  1.4997e-01	  8.0880e-02	
  6.9826e+00	  8.9156e-03	  5.5013e-04	  1.4323e-02	  3.1391e-03	  1.6967e-06	  3.0094e-02	  2.6866e-03	  6.7597e-04	  1.9655e-03	  8.5898e+03	  0.0000e+00	  1.4997e-01	  8.0798e-02	
  6.9801e+00	  8.9392e-03	  5.5102e-04	  1.4369e-02	  3.1493e-03	  1.7077e-06	  3.0208e-02	  2.6980e-03	  6.7690e-04	  1.9741e-03	  8.6168e+03	  0.0000e+00	  1.4997e-01	  8.0719e-02	
  6.9778e+00	  8.9620e-03	  5.5188e-04	  1.4413e-02	  3.1591e-03	  1.7184e-06	  3.0318e-02	  2.7090e-03	  6.7779e-04	  1.9825e-03	  8.6429e+03	  0.0000e+00	  1.4997e-01	  8.0642e-02	
  6.9756e+00	  8.9840e-03	  5.5270e-04	  1.4456e-02	  3.1686e-03	  1.7287e-06	  3.0424e-02	  2.7197e-03	  6.7866e-04	  1.9906e-03	  8.6680e+03	  0.0000e+00	  1.4997e-01	  8.0567e-02	
  6.9734e+00	  9.0053e-03	  5.5350e-04	  1.4497e-02	  3.1778e-03	  1.7388e-06	  3.0527e-02	  2.7300e-03	  6.7949e-04	  1.9984e-03	  8.6923e+03	  0.0000e+00	  1.4997e-01	  8.0494e-02	
  6.9714e+00	  9.0258e-03	  5.5427e-04	  1.4537e-02	  3.1867e-03	  1.7485e-06	  3.0626e-02	  2.7399e-03	  6.8030e-04	  2.0059e-03	  8.7158e+03	  0.0000e+00	  1.4997e-01	  8.0423e-02	
  6.9694e+00	  9.0456e-03	  5.5501e-04	  1.4576e-02	  3.1952e-03	  1.7579e-06	  3.0721e-02	  2.7495e-03	  6.8107e-04	  2.0132e-03	  8.7384e+03	  0.0000e+00	  1.4997e-01	  8.0354e-02	
  6.9675e+00	  9.0648e-03	  5.5573e-04	  1.4613e-02	  3.2035e-03	  1.7670e-06	  3.0814e-02	  2.7588e-03	  6.8182e-04	  2.0203e-03	  8.7603e+03	  0.0000e+00	  1.4997e-01	  8.0287e-02	
  6.9656e+00	  9.0833e-03	  5.5642e-04	  1.4649e-02	  3.2114e-03	  1.7758e-06	  3.0903e-02	  2.7677e-03	  6.8254e-04	  2.0271e-03	  8.7814e+03	  0.0000e+00	  1.4997e-01	  8.0222e-02	
  6.9638e+00	  9.1012e-03	  5.5708e-04	  1.4684e-02	  3.2191e-03	  1.7843e-06	  3.0989e-02	  2.7763e-03	  6.8324e-04	  2.0337e-03	  8.8017e+03	  0.0000e+00	  1.4997e-01	  8.0159e-02	
  6.9621e+00	  9.1185e-03	  5.5773e-04	  1.4717e-02	  3.2265e-03	  1.7926e-06	  3.1072e-02	  2.7847e-03	  6.8391e-04	  2.0401e-03	  8.8213e+03	  0.0000e+00	  1.4997e-01	  8.0098e-02	
  6.9605e+00	  9.1351e-03	  5.5835e-04	  1.4749e-02	  3.2337e-03	  1.8006e-06	  3.1152e-02	  2.7927e-03	  6.8455e-04	  2.0463e-03	  8.8403e+03	  0.0000e+00	  1.4997e-01	  8.0038e-02	
  6.9589e+00	  9.1512e-03	  5.5895e-04	  1.4781e-02	  3.2406e-03	  1.8083e-06	  3.1229e-02	  2.8005e-03	  6.8518e-04	  2.0522e-03	  8.8586e+03	  0.0000e+00	  1.4997e-01	  7.9981e-02	
  6.9573e+00	  9.1668e-03	  5.5952e-04	  1.4811e-02	  3.2473e-03	  1.8158e-06	  3.1304e-02	  2.8080e-03	  6.8578e-04	  2.0580e-03	  8.8763e+03	  0.0000e+00	  1.4997e-01	  7.9925e-02	
  6.9559e+00	  9.1818e-03	  5.6008e-04	  1.4840e-02	  3.2538e-03	  1.8231e-06	  3.1376e-02	  2.8152e-03	  6.8636e-04	  2.0636e-03	  8.8933e+03	  0.0000e+00	  1.4997e-01	  7.9871e-02	
  6.9544e+00	  9.1963e-03	  5.6062e-04	  1.4868e-02	  3.2600e-03	  1.8301e-06	  3.1446e-02	  2.8222e-03	  6.8692e-04	  2.0689e-03	  8.9098e+03	  0.0000e+00	  1.4997e-01	  7.9819e-02	
  6.9531e+00	  9.2103e-03	  5.6114e-04	  1.4895e-02	  3.2660e-03	  1.8369e-06	  3.1513e-02	  2.8289e-03	  6.8746e-04	  2.0741e-03	  8.9256e+03	  0.0000e+00	  1.4997e-01	  7.9768e-02	
  6.9518e+00	  9.2238e-03	  5.6164e-04	  1.4921e-02	  3.2719e-03	  1.8434e-06	  3.1578e-02	  2.8354e-03	  6.8798e-04	  2.0792e-03	  8.9410e+03	  0.0000e+00	  1.4997e-01	  7.9719e-02	
  6.9505e+00	  9.2369e-03	  5.6212e-04	  1.4947e-02	  3.2775e-03	  1.8498e-06	  3.1640e-02	  2.8417e-03	  6.8848e-04	  2.0840e-03	  8.9558e+03	  0.0000e+00	  1.4997e-01	  7.9671e-02	
  6.9493e+00	  9.2495e-03	  5.6259e-04	  1.4971e-02	  3.2829e-03	  1.8559e-06	  3.1701e-02	  2.8478e-03	  6.8897e-04	  2.0887e-03	  8.9701e+03	  0.0000e+00	  1.4997e-01	  7.9625e-02	
  6.9481e+00	  9.2617e-03	  5.6304e-04	  1.4995e-02	  3.2881e-03	  1.8619e-06	  3.1759e-02	  2.8536e-03	  6.8943e-04	  2.0933e-03	  8.9839e+03	  0.0000e+00	  1.4997e-01	  7.9580e-02	
  6.9469e+00	  9.2735e-03	  5.6347e-04	  1.5018e-02	  3.2932e-03	  1.8676e-06	  3.1816e-02	  2.8593e-03	  6.8989e-04	  2.0976e-03	  8.9972e+03	  0.0000e+00	  1.4997e-01	  7.9536e-02	
  6.9458e+00	  9.2849e-03	  5.6389e-04	  1.5040e-02	  3.2981e-03	  1.8732e-06	  3.1870e-02	  2.8648e-03	  6.9032e-04	  2.1019e-03	  9.0100e+03	  0.0000e+00	  1.4997e-01	  7.9495e-02	
  6.9448e+00	  9.2958e-03	  5.6429e-04	  1.5061e-02	  3.3028e-03	  1.8785e-06	  3.1923e-02	  2.8700e-03	  6.9074e-04	  2.1060e-03	  9.0224e+03	  0.0000e+00	  1.4997e-01	  7.9454e-02	
